Tid,Items
T515,"item35,item14,item34,item23,item59,item10,item13,item68,item28,item30,item70,item27,item24,item32,item25"
T360,"item35,item14,item25,item45,item23,item70,item26,item28,item11,item68,item24,item34,item36,item59"
T957,"item35,item14,item25,item12,item32,item24,item59,item36,item10,item13,item23,item28"
T29,"item35,item14,item24,item28,item68,item34,item13,item23,item36,item59,item30,item32,item70,item10,item26,item12,item27,item11,item25,item45"
T170,"item35,item14,item11,item68,item34,item36,item26,item45,item10,item59"
T186,"item35,item12,item26,item11,item36,item45,item27,item34,item28,item14,item68,item70,item30"
T31,"item35,item11,item30,item23,item14,item32,item27,item28,item68,item10,item26,item12,item13,item25,item34,item59,item24,item36,item45,item70"
T260,"item35,item11,item25,item13,item59,item12,item23,item70,item26,item68,item34,item10,item14,item30,item27,item32,item36,item28,item45"
T43,"item35,item10,item70,item28,item14,item32,item30,item26,item13,item27,item45,item36,item11,item23,item68,item34"
T662,"item35,item10,item30,item14,item26,item23,item27,item13,item24,item45,item59,item25,item68,item34,item11"
T615,"item35,item10,item28,item26,item11,item12,item27,item45,item59,item36,item68,item23,item13,item30,item14,item24,item70,item34"
T188,"item35,item10,item23,item11,item68,item45,item28,item36,item59,item12,item24"
T126,"item35,item10,item11,item25,item36,item32,item70"
T868,"item34,item70,item26,item28,item13,item12,item25,item32,item35,item45,item59,item23,item24"
T546,"item34,item70,item25,item11,item23,item59,item26,item13,item36,item45,item14,item35,item30,item28,item24,item10,item12,item68,item27,item32"
T571,"item34,item59,item35,item68,item12,item23,item25,item36,item26,item30,item27,item10,item14,item32,item70,item11,item45"
T622,"item34,item59,item30,item24,item36,item32,item68,item28,item11,item35,item25"
T191,"item34,item59,item23,item68,item45,item32,item26,item27,item28,item14"
T252,"item34,item45,item32,item13,item14,item35,item27,item11,item24,item23,item12,item25,item36,item30,item10,item70,item26,item68,item28"
T748,"item34,item45,item23,item26,item28,item68,item70,item11,item30,item14,item32,item10,item35,item27"
T504,"item34,item45,item12,item10,item36,item70,item11,item28,item13,item35,item24,item59"
T798,"item34,item36,item70,item23,item26,item12,item59,item28,item68,item24,item30,item10,item25,item11,item32,item35,item45,item13,item27,item14"
T860,"item34,item36,item32,item25,item24,item23,item35,item26,item14,item30,item27"
T773,"item34,item36,item26,item35,item25,item14,item12,item30,item13,item11,item32,item10,item23,item59,item27,item70,item24,item45"
T214,"item34,item36,item12,item14,item24,item28,item10,item26,item11,item13,item59,item25,item35,item70"
T288,"item34,item35,item68,item32,item11,item36,item45,item26,item25,item24,item23,item28,item30,item70"
T739,"item34,item35,item23,item26,item28,item27,item68,item13,item10,item14,item36,item11,item25,item32,item30,item59"
T111,"item34,item35,item23"
T156,"item34,item35,item14,item32,item36,item45,item24,item10,item13,item68,item23,item59"
T703,"item34,item32,item35,item45,item10,item25,item24,item70,item11,item13,item14,item12,item30,item28"
T384,"item34,item32,item26,item59,item30,item28,item10,item14,item27,item11,item25,item36,item23,item68,item35,item12,item13,item70"
T359,"item34,item32,item10,item59,item45,item68,item35,item70,item27,item23,item11,item30,item28,item36"
T761,"item34,item30,item59,item28,item23,item68,item13,item12,item45,item14,item11,item24,item36,item10,item32,item26,item25,item35,item27,item70"
T787,"item34,item28,item59,item70,item36,item68,item27,item32,item26,item45,item13,item24,item10,item35,item11,item23,item30,item12,item25,item14"
T658,"item34,item28,item45,item36,item32,item14,item11,item59,item27,item12"
T258,"item34,item28,item25,item12,item30,item11,item68,item32,item36,item10,item35,item24,item14,item70,item23"
T819,"item34,item28,item13,item45,item11,item14,item68,item26,item12,item24,item70,item23,item25,item27,item32,item30,item59,item35,item10,item36"
T977,"item34,item28,item12,item24,item25,item68,item26,item70,item45,item36,item30,item14,item10,item35,item27,item59,item11"
T532,"item34,item27,item45,item70,item14,item35,item36,item28,item24,item25,item11,item23,item59,item32,item26"
T296,"item34,item27,item13,item26,item12,item68,item24,item36,item25,item45,item59,item70,item23,item32,item28"
T169,"item34,item26,item45,item12,item11,item32,item68,item25,item30,item24,item70"
T980,"item34,item26,item25,item70,item35,item13,item24,item27,item28,item59,item11"
T233,"item34,item25,item36,item28,item32,item35,item59,item13,item23,item70,item30,item12,item45,item14,item27,item11,item10,item68,item24,item26"
T648,"item34,item25,item14,item68,item30,item23,item26,item32,item45,item28,item24,item59,item36,item13,item10,item70,item12,item11"
T858,"item34,item25,item12,item36,item10,item13,item68,item28,item24,item70,item32"
T569,"item34,item24,item28,item23,item36,item13,item12,item59,item10,item27,item25,item68,item11"
T944,"item34,item23,item68,item27,item35,item25,item26,item59,item13,item10,item24,item14,item30,item28"
T182,"item34,item23,item59,item11,item36,item13,item68,item27,item25,item32,item28"
T391,"item34,item23,item36,item25,item24,item27,item45,item10,item14,item26,item32,item28,item59,item68,item12,item13"
T741,"item34,item23,item35,item32,item25,item13,item68,item30,item11,item26,item10,item14,item36,item27,item45"
T857,"item34,item13,item59,item25,item30,item28,item32,item35,item27,item26,item12,item24,item36,item70,item23,item10"
T209,"item34,item13,item45,item30,item59,item25,item28,item70,item27,item26,item10,item12,item24"
T623,"item34,item13,item35,item70,item12,item23,item68,item25,item59,item45,item28,item30,item11,item10,item24,item32,item27,item26,item36"
T32,"item34,item13,item24,item23,item35,item68,item36,item70,item27,item32,item11,item10,item45,item28,item30,item26,item12,item14,item59,item25"
T66,"item34,item12,item59,item36,item26,item68,item32,item14"
T782,"item34,item12,item14,item68,item35,item32,item36,item30,item24,item27,item10,item25,item11,item59"
T630,"item34,item12,item13,item26,item23,item28,item30,item59,item32,item45"
T60,"item34,item12,item10,item68,item14,item30,item27"
T842,"item34,item12,item10,item59,item13,item14,item32,item68,item28,item27,item70,item35,item30,item45,item26,item11,item24,item36"
T951,"item34,item11,item45,item12,item25,item35,item14,item26,item68,item27,item13,item23,item30,item59,item10,item70,item24,item28,item36,item32"
T488,"item34,item11,item13,item30,item45,item59,item26,item32,item35,item36,item12,item68,item10,item14"
T682,"item34,item11,item10,item32,item13,item28,item70,item14,item45,item12,item26,item24,item68,item27,item25,item59,item36,item23,item30,item35"
T166,"item34,item10,item70,item30,item32,item36,item23,item24,item27,item35,item12,item28,item13,item68,item25,item45"
T520,"item34,item10,item59,item68,item45,item25,item26,item36,item35,item23,item28,item14,item13,item70,item27,item11,item24,item30"
T445,"item34,item10,item59,item68,item11,item36,item26,item45,item12,item30,item70,item35,item24,item32,item25"
T223,"item34,item10,item45,item12,item68,item59,item36,item28,item11,item70,item35"
T573,"item34,item10,item13,item59,item32,item27,item36,item26,item35,item25,item70,item11,item24"
T964,"item34,item10,item11,item14,item28,item26,item23,item25,item59,item32,item27,item45,item36,item30,item12,item70,item24,item13"
T314,"item32,item70,item45,item26,item14,item28,item10,item27,item23,item68,item34"
T813,"item32,item70,item35,item59,item13,item27,item12,item34,item26,item14,item10,item30,item24,item68,item36,item11"
T948,"item32,item70,item27,item25,item34,item26,item14,item13,item35,item36"
T731,"item32,item70,item12,item13,item26,item34,item27,item28,item11,item24,item59,item10"
T171,"item32,item68,item70,item24,item23,item36,item12,item45,item59,item26,item30,item25,item35,item11,item27,item10,item28,item13,item34,item14"
T826,"item32,item68,item36,item10,item70,item23,item34,item24,item45,item35,item13,item11,item12,item25,item14,item59,item28"
T489,"item32,item68,item14,item35,item28,item11,item36,item25,item59,item45"
T516,"item32,item68,item11,item28,item12,item10,item34,item13,item35,item24"
T861,"item32,item59,item70,item28,item26,item13,item12,item25,item14,item30"
T621,"item32,item59,item35,item25,item34,item30,item10,item11,item27,item28"
T399,"item32,item59,item25,item70,item13,item12,item45,item11,item27,item14,item10,item36,item35,item68,item30,item34,item23,item28,item26,item24"
T278,"item32,item59,item25,item36,item24,item26,item13,item12,item45,item27,item34,item68,item30,item23,item10,item28,item70"
T888,"item32,item59,item13,item45,item12,item14,item10,item11,item36,item28,item30,item24,item70,item26,item34"
T180,"item32,item45,item59,item68,item12,item34,item28,item36,item26,item13,item27,item70,item35,item11,item25,item14,item30,item24,item10,item23"
T315,"item32,item45,item30,item11,item24,item70,item59,item36,item23,item13,item10,item28,item27,item68,item26,item35,item25"
T553,"item32,item45,item24,item13,item30,item27,item28,item12,item11,item10,item34,item68,item26,item14"
T654,"item32,item36,item26,item45,item28,item34,item30,item11,item27,item70"
T283,"item32,item36,item12,item10,item28,item26,item30,item45,item25,item11,item34,item23,item68,item24,item59"
T270,"item32,item34,item59,item25,item28,item10,item11,item30,item27,item14,item26,item12,item35,item24,item36,item70,item13,item68,item45,item23"
T618,"item32,item34,item59,item25,item23,item11,item68,item45,item70,item36,item28,item27,item24,item14,item30,item26,item35,item12,item13,item10"
T93,"item32,item34,item28,item24,item70"
T885,"item32,item34,item26,item14,item27,item24,item13,item10,item36,item70,item30,item23,item12"
T754,"item32,item30,item70,item23,item10,item28,item34,item27,item13,item36,item12,item59,item11,item35,item68,item45"
T367,"item32,item30,item36,item68,item23,item27,item25,item13,item35,item24,item70,item45,item14,item28"
T743,"item32,item30,item28,item36,item27,item35,item25,item59,item14,item13,item34,item10,item23,item45"
T436,"item32,item30,item10,item28,item23,item25,item45,item11,item36,item13,item35,item34,item68,item26,item59,item24,item70"
T629,"item32,item28,item25,item27,item12,item14,item45,item30,item26,item59"
T184,"item32,item28,item11,item30,item25,item26,item10,item12,item23,item68,item34,item13,item14,item45"
T90,"item32,item28,item11,item14,item26,item24,item23"
T100,"item32,item27,item35,item59,item70,item36,item30,item34"
T102,"item32,item27,item30,item23"
T318,"item32,item27,item10,item35,item36,item12,item11,item23,item28,item45"
T134,"item32,item26,item70,item34"
T851,"item32,item26,item70,item27,item35,item68,item10,item59,item23,item30,item45,item25,item13,item34,item12,item36,item28"
T57,"item32,item26,item68,item34,item24,item10,item30,item14,item23"
T534,"item32,item26,item27,item30,item11,item35,item24,item13,item23,item10,item28,item12,item14,item36"
T319,"item32,item26,item14,item36,item24,item59,item68,item30,item35,item28,item25,item13,item27"
T705,"item32,item26,item12,item23,item10,item25,item68,item45,item59,item27,item70,item13,item35,item24,item14,item36"
T828,"item32,item25,item28,item27,item13,item45,item10,item34,item12,item36,item11,item70,item26,item35,item68"
T336,"item32,item25,item24,item35,item68,item23,item28,item10,item45,item11,item36,item34,item59,item30,item14"
T394,"item32,item25,item23,item26,item34,item10,item14,item13,item68,item36,item24,item27,item11,item28,item30,item35,item12"
T285,"item32,item25,item12,item13,item45,item28,item30,item70,item27,item11,item68,item34,item24,item23,item14,item10,item35,item36,item59"
T789,"item32,item24,item45,item30,item28,item35,item70,item27,item12,item25,item59,item26,item23,item11,item34,item10,item36,item68"
T827,"item32,item24,item36,item25,item10,item45,item68,item14,item35,item27,item26,item59,item30,item13,item12,item70,item11,item28"
T605,"item32,item24,item26,item45,item27,item23,item35,item25,item36,item70,item34,item30,item14,item13,item28,item68,item10,item11"
T298,"item32,item24,item11,item35,item45,item70,item10,item14,item27,item12,item26,item25,item13,item34,item36,item23,item30,item68"
T452,"item32,item24,item11,item13,item30,item68,item25,item70,item59,item34,item23,item35,item27,item45,item14"
T706,"item32,item23,item35,item59,item28,item30,item25,item68,item10,item36"
T547,"item32,item23,item28,item24,item70,item45,item12,item59,item30,item14,item36,item35"
T733,"item32,item14,item68,item26,item70,item13,item28,item36,item25,item23,item10,item45,item12,item27,item30,item34"
T620,"item32,item14,item45,item12,item35,item10,item23,item59,item26,item13,item27,item24,item30,item28,item25,item68,item34,item70"
T196,"item32,item14,item26,item11,item30,item70,item13,item10,item28,item23,item34,item35,item24,item68,item36,item12"
T774,"item32,item13,item36,item24,item34,item26,item70,item25,item45,item59,item10,item28,item12,item11,item68"
T20,"item32,item13,item30,item27,item59,item23,item26,item28,item10,item24,item68,item12,item11,item25,item14,item36,item34,item70,item35,item45"
T119,"item32,item13,item10,item24,item30,item23"
T498,"item32,item12,item70,item45,item24,item23,item30,item36,item14,item11,item27,item25,item34,item35"
T85,"item32,item12,item68,item59,item70,item10,item11"
T632,"item32,item12,item59,item24,item35,item28,item14,item10,item68,item45,item11,item34,item13,item23,item70"
T702,"item32,item12,item35,item27,item13,item59,item45,item70,item68,item11,item14"
T30,"item32,item12,item24,item27,item59,item26,item14,item25,item35,item68,item28,item13,item70,item36,item30,item34,item10,item11,item23,item45"
T902,"item32,item12,item24,item10,item36,item34,item25,item35,item70,item11,item59,item45,item14,item28,item23,item26"
T732,"item32,item11,item28,item30,item27,item24,item45,item70,item26,item13,item10"
T141,"item32,item11,item25,item14,item36,item26,item13,item24"
T408,"item32,item11,item23,item24,item27,item13,item70,item26,item59,item10,item28,item30,item25,item45,item68,item12,item14"
T530,"item32,item10,item27,item36,item13,item59,item45,item35,item28,item11,item26,item30,item34,item12"
T390,"item32,item10,item27,item14,item68,item13,item11,item59,item30,item36,item23,item26"
T47,"item32,item10,item24,item45,item30,item23,item70,item11,item59,item34,item14,item68,item28,item25,item35,item12,item13,item27,item26,item36"
T779,"item32,item10,item14,item45,item30,item68,item59,item27,item12,item25,item13,item26,item11,item34,item28"
T22,"item32,item10,item12,item59,item35,item11,item68,item70,item25,item27,item28,item36,item26,item45,item14,item13,item34,item23,item24,item30"
T353,"item30,item68,item70,item11,item59,item24,item25,item27,item36,item28,item13"
T265,"item30,item68,item23,item13,item35,item28,item32,item24,item27,item34,item25,item36,item14,item70,item59,item11,item12,item45"
T107,"item30,item68,item10,item70"
T332,"item30,item59,item23,item13,item28,item32,item27,item36,item24,item25"
T686,"item30,item59,item10,item26,item25,item24,item32,item36,item14,item68,item35,item45,item27,item70,item11,item13,item34,item23"
T395,"item30,item45,item28,item35,item24,item14,item10,item23,item36,item34,item12,item27,item68,item25,item32,item59"
T989,"item30,item36,item35,item45,item13,item70,item26,item24,item32,item27,item34,item12,item11,item25,item10,item59,item68"
T190,"item30,item36,item24,item32,item11,item70,item12,item14,item35,item26,item59,item25,item23,item10,item27,item28,item45,item34"
T672,"item30,item35,item27,item36,item26,item13,item12,item28,item11,item68,item59,item25,item32"
T473,"item30,item35,item26,item10,item11,item25,item12,item28,item34,item68,item45"
T912,"item30,item35,item11,item25,item10,item68,item26,item13,item45,item70,item23,item32,item27,item14,item24,item12,item34,item28"
T65,"item30,item34,item68,item45,item25,item11,item27"
T770,"item30,item34,item68,item24,item13,item45,item26,item10,item28,item12,item11,item23,item27,item70,item35,item14,item59,item25,item32"
T803,"item30,item34,item27,item12,item70,item23,item25,item28,item24,item45,item59,item10,item13,item68,item36,item35,item11,item26,item32"
T642,"item30,item34,item25,item70,item13,item26,item27,item11,item45,item32,item35,item59,item24,item68,item14"
T396,"item30,item34,item24,item59,item26,item25,item36,item13,item70,item27,item45,item11,item12,item10"
T423,"item30,item34,item10,item23,item11,item32,item35,item27,item45,item26,item13,item24,item25,item70,item36,item59,item12"
T769,"item30,item32,item28,item36,item13,item26,item24,item45,item23,item35,item25,item59,item11,item34"
T872,"item30,item32,item27,item45,item12,item34,item68,item24,item28,item23,item26,item59,item70,item11,item35,item36,item10,item14"
T717,"item30,item32,item24,item35,item10,item14,item11,item27,item13,item23,item25,item36"
T793,"item30,item28,item45,item35,item13,item10,item68,item24,item36,item11,item32,item70,item26,item23,item59,item14,item25,item34,item12,item27"
T517,"item30,item28,item27,item10,item45,item68,item34,item25,item36,item23"
T636,"item30,item28,item25,item70,item12,item10,item36,item26,item34,item24,item14,item27,item11,item45"
T638,"item30,item28,item24,item10,item59,item11,item23,item26,item34,item35,item32,item70,item14,item68,item45,item36,item25,item13,item12"
T699,"item30,item28,item23,item24,item12,item14,item27,item11,item10,item45,item36,item32"
T1,"item30,item28,item11,item35,item10,item26,item32,item23,item70,item14,item12,item24,item27,item59,item34,item36,item25,item13,item45,item68"
T728,"item30,item27,item68,item45,item12,item32,item14,item70,item25,item24,item26,item23,item11"
T38,"item30,item27,item36,item11,item70,item10,item14,item28,item13,item68,item25,item24,item45,item32,item59,item26,item23,item34,item12,item35"
T503,"item30,item27,item35,item14,item28,item59,item10,item13,item12,item11,item34,item45,item26,item70,item24,item25,item23"
T684,"item30,item27,item35,item12,item13,item10,item32,item14,item25,item24,item28,item70,item45,item68,item11,item59,item34,item23"
T791,"item30,item26,item36,item59,item68,item45,item25,item24,item28,item32,item70,item13,item23,item11,item35,item12,item34"
T837,"item30,item26,item24,item27,item10,item12,item13,item59,item23,item28,item32"
T472,"item30,item26,item13,item59,item32,item10,item28,item36,item68,item45,item12,item24,item25"
T246,"item30,item26,item11,item24,item25,item10,item32,item34,item68,item70,item45,item12,item14,item36,item35,item23,item59,item13"
T92,"item30,item26,item10,item25,item59"
T167,"item30,item25,item36,item26,item12,item28,item34,item13,item45,item70,item35,item32,item10"
T460,"item30,item25,item35,item32,item24,item23,item12,item45,item68,item27"
T753,"item30,item25,item13,item12,item34,item70,item23,item36,item14,item28,item68,item45,item26"
T35,"item30,item25,item11,item59,item32,item14,item24,item35,item10,item68,item27,item34,item12,item28,item36,item23,item70,item45,item13,item26"
T496,"item30,item24,item34,item32,item13,item11,item70,item28,item35,item27,item26,item14,item36,item12,item59,item23,item68,item25,item45"
T581,"item30,item14,item35,item23,item10,item70,item27,item24,item26,item25,item59,item28,item12,item11,item13,item34"
T628,"item30,item14,item25,item45,item68,item36,item24,item26,item35,item70,item13,item32,item23,item11,item59,item28"
T448,"item30,item14,item13,item59,item34,item26,item68,item23,item36,item45,item32,item12,item24"
T895,"item30,item14,item11,item13,item24,item70,item35,item28,item32,item25,item59,item34,item23,item26"
T73,"item30,item13,item68,item23,item12,item10"
T385,"item30,item13,item23,item14,item27,item26,item36,item59,item32,item34,item25,item70,item68,item45"
T922,"item30,item12,item70,item28,item25,item68,item35,item13,item34,item11,item45"
T75,"item30,item11,item32,item27,item23,item24"
T4,"item30,item11,item28,item35,item26,item23,item24,item70,item59,item12,item45,item14,item27,item32,item36,item34,item25,item10,item68,item13"
T863,"item30,item11,item23,item10,item34,item25,item12,item26,item32,item36"
T466,"item30,item10,item28,item36,item23,item45,item68,item14,item11,item34,item32,item27,item26,item59,item35,item13,item70,item24,item25"
T821,"item28,item70,item13,item11,item23,item24,item36,item10,item45,item32,item30,item26,item27,item59,item68,item25,item35,item14,item12"
T941,"item28,item70,item12,item36,item59,item23,item68,item14,item11,item34,item13,item27,item24,item35,item10"
T535,"item28,item68,item34,item11,item10,item25,item35,item24,item13,item45,item59,item30,item70,item14"
T846,"item28,item68,item32,item11,item59,item35,item24,item30,item25,item36,item70,item23,item27"
T279,"item28,item59,item45,item27,item25,item36,item13,item35,item26,item34,item10,item68,item32"
T932,"item28,item59,item24,item34,item11,item26,item12,item70,item27,item25,item23,item14,item36,item68,item35,item30"
T900,"item28,item59,item12,item27,item34,item70,item32,item13,item25,item26"
T36,"item28,item45,item70,item34,item23,item32,item10,item26,item59,item12,item14,item24,item68,item36,item35,item27,item30,item11,item25,item13"
T719,"item28,item45,item14,item30,item26,item11,item23,item32,item24,item25,item59,item34"
T18,"item28,item36,item34,item27,item30,item13,item23,item25,item68,item32,item24,item10,item11,item14,item45,item59,item12,item26,item70,item35"
T829,"item28,item35,item70,item45,item24,item12,item34,item13,item23,item30,item36,item14,item59,item26,item25,item11,item32,item27,item68"
T271,"item28,item35,item34,item27,item26,item13,item12,item11,item59,item25,item30,item36,item10"
T884,"item28,item35,item12,item25,item10,item32,item14,item30,item27,item34,item68,item59,item13,item36"
T68,"item28,item34,item70,item30,item45,item25,item68"
T990,"item28,item34,item27,item25,item12,item59,item23,item14,item35,item70,item11"
T334,"item28,item27,item23,item70,item30,item13,item14,item11,item34,item36,item35,item59,item45,item68,item26,item32,item25"
T50,"item28,item27,item10,item25,item11,item23,item13,item70,item26,item59,item32,item34,item24,item30,item12"
T987,"item28,item26,item32,item13,item35,item27,item14,item12,item30,item68"
T836,"item28,item25,item36,item70,item11,item34,item26,item35,item45,item30,item12,item68,item27"
T210,"item28,item25,item35,item45,item70,item34,item68,item32,item26,item12"
T476,"item28,item24,item34,item13,item45,item26,item25,item12,item30,item35,item10,item23,item70,item11,item27,item36,item68,item32,item14"
T690,"item28,item24,item30,item10,item34,item26,item12,item13,item25,item32,item59,item68,item27,item23,item45,item35,item14,item36,item11"
T339,"item28,item24,item25,item30,item23,item32,item13,item26,item35,item27,item36,item68,item45,item70"
T224,"item28,item23,item32,item35,item13,item45,item12,item24,item11,item30,item68,item10,item26,item36,item25,item27"
T559,"item28,item23,item26,item59,item70,item25,item32,item68,item35,item11,item10,item36,item30,item45,item14,item27,item13,item12"
T153,"item28,item23,item26,item24,item27,item70,item34,item10,item13,item68,item36,item59,item45,item12,item11,item25"
T429,"item28,item23,item14,item25,item27,item35,item11,item26,item68,item10,item36"
T730,"item28,item23,item13,item24,item68,item30,item14,item10,item25,item34"
T309,"item28,item14,item36,item27,item70,item45,item68,item34,item30,item13,item24,item32"
T507,"item28,item14,item23,item30,item11,item59,item70,item32,item10,item25,item36,item68,item26,item34,item27,item45,item12,item24,item35"
T272,"item28,item13,item68,item34,item12,item30,item59,item27,item35,item14,item11,item25,item24"
T442,"item28,item13,item45,item35,item34,item30,item14,item36,item25,item24,item23,item10,item32,item59,item26,item70,item11,item68,item27"
T985,"item28,item13,item32,item14,item27,item34,item25,item30,item24,item26,item59,item23"
T257,"item28,item13,item27,item30,item11,item68,item35,item45,item70,item32,item10,item24,item25,item26,item14,item34,item59,item12"
T835,"item28,item13,item14,item11,item23,item12,item30,item35,item26,item70,item45,item24,item59,item68,item25,item36,item27,item10"
T48,"item28,item12,item70,item30,item25,item59,item45,item23,item11,item13,item34,item10,item27,item32,item24,item68,item35,item36,item14,item26"
T490,"item28,item12,item24,item70,item11,item10,item32,item59,item26,item30,item68,item25,item13,item36,item34,item35"
T715,"item28,item11,item23,item10,item45,item70,item14,item32,item34,item13,item27,item24,item35,item12,item59,item25,item26,item36"
T253,"item28,item11,item13,item12,item36,item34,item32,item14,item68,item35,item30,item10,item27,item26,item45,item23,item24,item59"
T746,"item28,item10,item68,item12,item27,item25,item26,item11,item23,item30,item13,item45,item35,item34"
T444,"item28,item10,item59,item68,item13,item45,item26,item30,item25,item36,item35,item14,item34,item12,item32,item23,item27,item24,item70,item11"
T497,"item28,item10,item34,item12,item24,item11,item32,item35,item27,item36"
T624,"item28,item10,item25,item12,item59,item70,item11,item36,item30,item68"
T127,"item27,item70,item68,item35,item24,item45,item11,item14"
T959,"item27,item70,item68,item12,item26,item32,item28,item45,item24,item23,item59,item35,item13,item14"
T370,"item27,item70,item36,item23,item10,item32,item35,item30,item34,item45,item59,item28,item14,item13,item12,item24,item68,item11,item25"
T640,"item27,item68,item36,item32,item11,item24,item70,item28,item14,item25,item12,item26,item10"
T398,"item27,item68,item30,item14,item26,item59,item28,item36,item45,item10,item32"
T905,"item27,item68,item13,item11,item45,item35,item59,item14,item23,item34,item28,item24,item30,item12,item36,item32"
T2,"item27,item59,item70,item23,item26,item36,item32,item34,item12,item28,item25,item45,item14,item30,item13,item68"
T543,"item27,item59,item12,item34,item36,item11,item13,item26,item32,item68,item70"
T766,"item27,item45,item35,item36,item12,item14,item30,item26,item23,item28,item70,item68"
T155,"item27,item36,item59,item68,item24,item45,item26,item70,item14,item11,item30,item28,item34,item10"
T6,"item27,item36,item28,item10,item23,item12,item68,item70,item59,item35,item14,item11,item45,item34,item30,item32,item24,item13,item26,item25"
T411,"item27,item35,item10,item59,item14,item26,item30,item23,item34,item13,item25,item11,item68,item70,item28"
T713,"item27,item34,item70,item24,item13,item28,item68,item25,item26,item23,item32,item12,item59,item14,item10,item35,item30,item45,item11,item36"
T680,"item27,item34,item45,item70,item59,item14,item11,item24,item30,item13,item28"
T322,"item27,item34,item35,item28,item14,item59,item12,item23,item11,item24,item70,item68,item10,item36"
T958,"item27,item32,item59,item23,item12,item34,item45,item28,item30,item36,item35,item70,item13,item68"
T614,"item27,item32,item25,item68,item14,item35,item12,item10,item45,item24,item59"
T778,"item27,item32,item13,item59,item35,item24,item23,item11,item45,item68"
T290,"item27,item32,item13,item28,item24,item70,item14,item23,item25,item10,item36,item68,item12,item11,item35,item59"
T505,"item27,item30,item68,item45,item28,item36,item23,item25,item12,item11,item59,item24,item13,item32,item26,item14,item34,item70,item10,item35"
T896,"item27,item30,item68,item25,item32,item26,item59,item24,item45,item13,item12"
T12,"item27,item28,item35,item23,item26,item10,item70,item34,item13,item30,item14,item36,item24,item32,item59,item12,item45,item11,item25,item68"
T454,"item27,item28,item26,item34,item68,item45,item59,item24,item10,item70,item23,item35,item13"
T379,"item27,item26,item28,item70,item59,item24,item11,item36,item34,item30,item14,item12,item23,item10,item32,item25,item45"
T487,"item27,item26,item24,item25,item11,item59,item30,item14,item23,item32,item12,item28,item68,item34,item70,item36"
T197,"item27,item25,item34,item32,item68,item14,item45,item24,item11,item12,item30,item59,item35,item23"
T603,"item27,item24,item32,item30,item70,item68,item13,item23,item11,item25,item14,item45,item34,item59,item12"
T145,"item27,item23,item36,item10,item28,item24,item59,item12,item11,item35,item30"
T494,"item27,item23,item35,item28,item45,item26,item59,item24,item14,item34,item11,item70,item30,item10,item68,item36,item32,item25,item13"
T531,"item27,item13,item30,item24,item59,item32,item11,item26,item10,item14,item28,item34,item70,item23,item35,item12"
T72,"item27,item13,item30,item23,item24,item68,item59"
T795,"item27,item13,item26,item68,item28,item14,item23,item35,item45,item12,item36,item10,item24,item25,item11,item59,item32,item70"
T87,"item27,item13,item26,item59,item30,item10"
T646,"item27,item13,item25,item36,item35,item11,item32,item24,item23,item12,item68,item70,item59,item28,item26,item10,item30,item14,item34"
T963,"item27,item12,item26,item70,item36,item32,item30,item14,item28,item10,item45,item13,item24,item25,item34,item11,item23,item68"
T609,"item27,item12,item25,item28,item59,item14,item24,item35,item30,item10,item45,item68,item36,item34,item11,item23,item13,item32,item70"
T122,"item27,item11,item24,item32,item26,item59"
T890,"item27,item10,item23,item12,item59,item11,item45,item28,item70,item68,item25,item35,item34,item14,item30,item13,item32,item24,item26"
T992,"item27,item10,item14,item30,item45,item13,item28,item35,item36,item11,item23,item24"
T945,"item27,item10,item13,item68,item28,item36,item34,item70,item11,item14,item12,item24,item25,item30,item32,item59,item26"
T96,"item26,item70,item13,item35,item12"
T627,"item26,item70,item11,item28,item25,item36,item10,item59,item45,item27,item12,item13,item32,item68,item23,item30,item14,item35,item24"
T177,"item26,item68,item70,item10,item30,item12,item13,item34,item23,item35,item11,item27,item45,item32,item24,item59"
T852,"item26,item68,item13,item70,item28,item36,item11,item24,item35,item32,item14,item10,item23,item25,item12,item59,item45,item27"
T441,"item26,item59,item45,item13,item27,item70,item34,item14,item28,item11,item12,item25,item32,item35,item30,item68,item36"
T28,"item26,item45,item30,item13,item59,item34,item12,item24,item23,item10,item36,item27,item32,item68,item35,item70,item11,item28,item25,item14"
T820,"item26,item45,item23,item14,item32,item11,item34,item10,item36,item28,item68,item25,item13,item70,item59,item35"
T804,"item26,item36,item68,item32,item23,item70,item30,item27,item10,item12,item14,item59,item34"
T771,"item26,item36,item59,item32,item27,item11,item68,item13,item30,item25,item35,item34,item70,item23,item14,item24,item45,item10"
T676,"item26,item36,item28,item12,item23,item14,item24,item68,item35,item59,item30,item45,item27,item70,item25,item13"
T508,"item26,item35,item27,item24,item45,item10,item70,item30,item12,item11"
T144,"item26,item35,item11,item27,item23,item70,item59,item25,item14,item68,item12,item45,item24,item10,item13"
T269,"item26,item34,item32,item59,item14,item13,item25,item23,item11,item35,item36,item68,item28,item24"
T969,"item26,item34,item30,item12,item11,item35,item23,item70,item14,item36,item25,item45,item32,item10"
T422,"item26,item32,item34,item28,item14,item36,item68,item45,item13,item10,item30,item12"
T891,"item26,item32,item28,item34,item45,item24,item12,item23,item68,item70,item30,item27,item13,item36,item10,item59,item35,item25,item14"
T101,"item26,item32,item23,item13,item10,item36"
T597,"item26,item30,item13,item23,item36,item68,item12,item11,item70,item24,item14,item34"
